 BOEING-VERTOL VR-8 AIRFOIL WITH TAB
30.        30.
 
 0.        0.
  .005     0.0085
  .01      0.01175
  .02      0.01425
  .025     0.0183
  .035     0.0217
  .05      0.0261
  .07      0.0309
  .095     0.0357
  .125     0.0402
  .16      0.0444
  .20      0.0480
  .25      0.0510
  .30      0.0530
  .35      0.0535
  .40      0.0525
  .45      0.0502
  .50      0.0467
  .55      0.0426
  .60      0.0380
  .65      0.0333
  .70      0.0285
  .75      0.0237
  .80      0.0190
  .85      0.01428
  .89      0.01048
  .92      0.00761
  .945     0.00524
  .96      0.003404
 1.01      0.003404
 
 0.        0.
  .005     -.00535
  .01      -.00737
  .02      -.00880
  .025     -.01090
  .035     -.01255
  .05      -.01465
  .07      -.01685
  .095     -.0190
  .125     -.0212
  .16      -.0232
  .20      -.0250
  .25      -.0266
  .30      -.0277
  .35      -.0280
  .40      -.0276
  .45      -.0265
  .50      -.0247
  .55      -.0225
  .60      -.0200
  .65      -.0175
  .70      -.0150
  .75      -.0125
  .80      -.0100
  .85      -.0075
  .89      -.0055
  .92      -.0040
  .945     -.00275
  .96      -.001596
 1.01      -.001596
